inputNum,beerNum,RecipeName,MashStep,HeatSource,TargetTemp,Time
77982,202226,Dulle griet,Protein Rest,Direct Heat,"
78.0
°C
",5 min
77983,202228,Ganae Birrinus - the tavern drinker,Acid Rest,Decoction,"
53.0
°C
",10 min
77984,202228,Ganae Birrinus - the tavern drinker,Acid Rest,Decoction,"
62.0
°C
",45 min
77985,202228,Ganae Birrinus - the tavern drinker,Acid Rest,Decoction,"
68.0
°C
",15 min
77986,202228,Ganae Birrinus - the tavern drinker,Acid Rest,Decoction,"
73.0
°C
",25 min
77987,202228,Ganae Birrinus - the tavern drinker,Acid Rest,Decoction,"
78.0
°C
",5 min
77988,202230,grätzer,Acid Rest,Infusion,"
122.0
°F
",30 min
77989,202230,grätzer,Saccharification Rest,Direct Heat,"
148.0
°F
",60 min
77990,202230,grätzer,Mash-Out,Direct Heat,"
170.0
°F
",10 min
77991,202231,De Witte,Acid Rest,Direct Heat,"
35.0
°C
",10 min
77992,202231,De Witte,Acid Rest,Direct Heat,"
45.0
°C
",10 min
77993,202231,De Witte,Protein Rest,Direct Heat,"
52.0
°C
",20 min
77994,202231,De Witte,Saccharification Rest,Direct Heat,"
63.0
°C
",45 min
77995,202231,De Witte,Saccharification Rest,Direct Heat,"
73.0
°C
",35 min
77996,202231,De Witte,Mash-Out,Direct Heat,"
78.0
°C
",5 min
77997,202233,Gambrinus,Acid Rest,Decoction,"
53.0
°C
",15 min
77998,202233,Gambrinus,Acid Rest,Decoction,"
62.0
°C
",60 min
77999,202233,Gambrinus,Acid Rest,Decoction,"
68.0
°C
",20 min
78000,202233,Gambrinus,Acid Rest,Decoction,"
78.0
°C
",5 min
78001,202238,Larry's Pale Ale,Saccharification Rest,Infusion,"
68.0
°C
",60 min
78002,202238,Larry's Pale Ale,Mash-Out,Infusion,"
75.0
°C
",0 min
78003,202239,Inaugural Pale Ale,Saccharification Rest,Infusion,"
68.0
°C
",60 min
78004,202242,Vienna,Saccharification Rest,Infusion,"
152.0
°F
",60 min
78005,202261,NZ IPA,Maltose Rest,Infusion,"
68.0
°C
",70 min
78006,202261,NZ IPA,Saccharification Rest,Decoction,"
72.0
°C
",5 min
78007,202261,NZ IPA,Mash-Out,Decoction,"
78.0
°C
",5 min
78008,202262,Tripel Threat,Saccharification Rest,Direct Heat,"
148.0
°F
",45 min
78009,202263,Tripel Threat,Saccharification Rest,Direct Heat,"
148.0
°F
",45 min
78010,202266,3,Protein Rest,Direct Heat,"
52.0
°C
",15 min
78011,202266,3,Saccharification Rest,Direct Heat,"
62.0
°C
",45 min
78012,202266,3,Saccharification Rest,Direct Heat,"
68.0
°C
",15 min
78013,202266,3,Saccharification Rest,Direct Heat,"
72.0
°C
",15 min
78014,202266,3,Mash-Out,Direct Heat,"
78.0
°C
",5 min
78015,202269,Petite Saison Brett,Acid Rest,Infusion,"
113.0
°F
",20 min
78016,202269,Petite Saison Brett,Saccharification Rest,Infusion,"
158.0
°F
",60 min
78017,202275,Cream Ale v1,Saccharification Rest,Decoction,"
152.0
°F
",60 min
78018,202276,8/05/2014 dark wit beer 1,Acid Rest,Direct Heat,"
35.0
°C
",10 min
78019,202276,8/05/2014 dark wit beer 1,Acid Rest,Direct Heat,"
45.0
°C
",10 min
78020,202276,8/05/2014 dark wit beer 1,Protein Rest,Direct Heat,"
52.0
°C
",20 min
78021,202276,8/05/2014 dark wit beer 1,Saccharification Rest,Direct Heat,"
62.0
°C
",45 min
78022,202276,8/05/2014 dark wit beer 1,Saccharification Rest,Direct Heat,"
72.0
°C
",35 min
78023,202276,8/05/2014 dark wit beer 1,Mash-Out,Direct Heat,"
77.0
°C
",5 min
78024,202278,Citra Weizen #12,Saccharification Rest,Decoction,"
151.0
°F
",90 min
78025,202278,Citra Weizen #12,Mash-Out,Direct Heat,"
168.0
°F
",10 min
78026,202286,Jimsalabim Järvtass,Saccharification Rest,Decoction,"
68.0
°C
",60 min
78027,202296,Sour Brown #1,Acid Rest,Infusion,"
113.0
°F
",20 min
78028,202296,Sour Brown #1,Saccharification Rest,Infusion,"
158.0
°F
",60 min
78029,202296,Sour Brown #1,Mash-Out,Infusion,"
168.0
°F
",10 min
78030,202304,nb maibock,Saccharification Rest,Infusion,"
152.0
°F
",60 min
78031,202317,dark wit 9 05 2014,Acid Rest,Direct Heat,"
35.0
°C
",10 min
78032,202317,dark wit 9 05 2014,Acid Rest,Direct Heat,"
45.0
°C
",10 min
78033,202317,dark wit 9 05 2014,Protein Rest,Direct Heat,"
52.0
°C
",20 min
78034,202317,dark wit 9 05 2014,Saccharification Rest,Direct Heat,"
62.0
°C
",45 min
78035,202317,dark wit 9 05 2014,Saccharification Rest,Direct Heat,"
72.0
°C
",35 min
78036,202317,dark wit 9 05 2014,Mash-Out,Direct Heat,"
78.0
°C
",5 min
78037,202323,Tess Graduation Brew,Maltose Rest,Infusion,"
152.0
°F
",75 min
78038,202323,Tess Graduation Brew,Saccharification Rest,Infusion,"
156.0
°F
",15 min
78039,202323,Tess Graduation Brew,Mash-Out,Infusion,"
170.0
°F
",20 min
78040,202326,APAvorados,Mash-Out,Direct Heat,"
64.0
°C
",60 min
78041,202326,APAvorados,Mash-Out,Direct Heat,"
74.0
°C
",10 min
78042,202340,Hawaian fire,Mash-Out,Infusion,"
155.0
°F
",60 min
78043,202349,Pilsen Doble,Protein Rest,Infusion,"
133.0
°F
",20 min
78044,202349,Pilsen Doble,Saccharification Rest,Infusion,"
150.0
°F
",45 min
78045,202349,Pilsen Doble,Mash-Out,Decoction,"
212.0
°F
",15 min
78046,202352,Saison v 2 (based on plum kissed version),Saccharification Rest,Infusion,"
154.0
°F
",60 min
78047,202355,999dk,Saccharification Rest,Infusion,"
68.0
°C
",60 min
78048,202356,Wren Pale Ale,Saccharification Rest,Infusion,"
65.0
°C
",60 min
78049,202357,Malty Bastard,Protein Rest,Infusion,"
58.0
°C
",20 min
78050,202357,Malty Bastard,Maltose Rest,Decoction,"
64.0
°C
",40 min
78051,202357,Malty Bastard,Dextrinization Rest,Decoction,"
72.0
°C
",10 min
78052,202357,Malty Bastard,Mash-Out,Direct Heat,"
76.0
°C
",10 min
78053,202362,Summer Sizzler,Saccharification Rest,Infusion,"
65.0
°C
",70 min
78054,202363,Partial Mash APA,Saccharification Rest,Decoction,"
67.0
°C
",60 min
78055,202372,Ready Red Dog?,Saccharification Rest,Direct Heat,"
67.0
°C
",60 min
78056,202374,Tidewater Golden,Saccharification Rest,Direct Heat,"
154.0
°F
",60 min
78057,202375,Nitro (SMaSH),Saccharification Rest,Infusion,"
152.0
°F
",60 min
78058,202375,Nitro (SMaSH),Mash-Out,Infusion,"
170.0
°F
",30 min
78059,202380,Lambic top up,Saccharification Rest,Infusion,"
66.0
°C
",40 min
78060,202393,Pale Ale,Saccharification Rest,Direct Heat,"
64.0
°C
",40 min
78061,202393,Pale Ale,Mash-Out,Direct Heat,"
76.0
°C
",10 min
78062,202393,Pale Ale,Protein Rest,Direct Heat,"
55.0
°C
",10 min
78063,202393,Pale Ale,Saccharification Rest,Decoction,"
70.0
°C
",20 min
78064,202397,West Coast Session Bitter,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
78065,202397,West Coast Session Bitter,Mash-Out,Direct Heat,"
168.0
°F
",10 min
78066,202399,Crazy Ivan,Saccharification Rest,Infusion,"
154.0
°F
",60 min
78067,202399,Crazy Ivan,Mash-Out,Infusion,"
170.0
°F
",20 min
78068,202400,Metal Rocktoberfest,Mash-Out,Infusion,"
154.0
°F
",60 min
78069,202402,Bopplebock,Saccharification Rest,Infusion,"
158.0
°F
",60 min
78070,202408,Gypsy Tears,Saccharification Rest,Infusion,"
154.0
°F
",60 min
78071,202412,Ithaca Old Habit clone,Saccharification Rest,Infusion,"
154.0
°F
",60 min
78072,202413,Summer IPA: Citra,Saccharification Rest,Infusion,"
68.0
°C
",60 min
78073,202413,Summer IPA: Citra,Mash-Out,Infusion,"
100.0
°C
",15 min
78074,202418,Session Wheat,Beta-Glucan Rest,Direct Heat,"
110.0
°F
",15 min
78075,202418,Session Wheat,Protein Rest,Direct Heat,"
125.0
°F
",15 min
78076,202418,Session Wheat,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
78077,202419,Session Wheat,Beta-Glucan Rest,Direct Heat,"
110.0
°F
",15 min
78078,202419,Session Wheat,Protein Rest,Direct Heat,"
125.0
°F
",15 min
78079,202419,Session Wheat,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
78080,202424,#2 Dry Stout (Marynka),Maltose Rest,Direct Heat,"
67.0
°C
",45 min
78081,202424,#2 Dry Stout (Marynka),Dextrinization Rest,Direct Heat,"
72.0
°C
",10 min
78082,202424,#2 Dry Stout (Marynka),Mash-Out,Direct Heat,"
76.0
°C
",10 min
78083,202426,Newkie Brown Clone,Saccharification Rest,Direct Heat,"
155.0
°F
",60 min
78084,202426,Newkie Brown Clone,Mash-Out,Direct Heat,"
168.0
°F
",10 min
78085,202427,Aaron's Abbey Ale 2011,Acid Rest,Direct Heat,"
113.0
°F
",10 min
78086,202427,Aaron's Abbey Ale 2011,Beta-Glucan Rest,Decoction,"
144.0
°F
",10 min
78087,202427,Aaron's Abbey Ale 2011,Protein Rest,Decoction,"
154.0
°F
",15 min
78088,202427,Aaron's Abbey Ale 2011,Saccharification Rest,Decoction,"
162.0
°F
",15 min
78089,202427,Aaron's Abbey Ale 2011,Mash-Out,Decoction,"
169.0
°F
",5 min
78090,202428,Partly Cloudy with a Chance of Banana,Saccharification Rest,Infusion,"
152.0
°F
",60 min
78091,202428,Partly Cloudy with a Chance of Banana,Mash-Out,Infusion,"
170.0
°F
",20 min
78092,202431,"#3 AIPA (Chinook, Amarillo, Cascade)",Saccharification Rest,Direct Heat,"
67.0
°C
",50 min
78093,202431,"#3 AIPA (Chinook, Amarillo, Cascade)",Dextrinization Rest,Direct Heat,"
72.0
°C
",10 min
78094,202431,"#3 AIPA (Chinook, Amarillo, Cascade)",Mash-Out,Decoction,"
76.0
°C
",10 min
78095,202435,#4 Oatmeal Stout (Chinook),Saccharification Rest,Direct Heat,"
68.0
°C
",60 min
78096,202435,#4 Oatmeal Stout (Chinook),Mash-Out,Direct Heat,"
76.0
°C
",10 min
78097,202441,"#5 APA (Challenger, Amarillo, Cascade, Centenial, Citra)",Saccharification Rest,Direct Heat,"
67.0
°C
",60 min
78098,202441,"#5 APA (Challenger, Amarillo, Cascade, Centenial, Citra)",Mash-Out,Direct Heat,"
78.0
°C
",10 min
78099,202443,#6 AIPA (Galaxy) - Far Away Galaxy by mkmk,Maltose Rest,Direct Heat,"
68.0
°C
",60 min
78100,202443,#6 AIPA (Galaxy) - Far Away Galaxy by mkmk,Mash-Out,Direct Heat,"
78.0
°C
",10 min
78101,202448,MagnaQuad,Saccharification Rest,Infusion,"
154.0
°F
",60 min
78102,202462,From Berlin With Love,Protein Rest,Infusion,"
134.0
°F
",30 min
78103,202462,From Berlin With Love,Saccharification Rest,Decoction,"
152.0
°F
",30 min
78104,202463,Aprihop (Dogfish Head),Acid Rest,Infusion,"
156.0
°F
",25 min
78105,202463,Aprihop (Dogfish Head),Mash-Out,Infusion,"
175.0
°F
",20 min
78106,202465,Honey Biscuit,Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
78107,202465,Honey Biscuit,Mash-Out,Direct Heat,"
172.0
°F
",10 min
78108,202471,Liquid bread mark II,Saccharification Rest,Infusion,"
152.0
°F
",60 min
78109,202473,Hersbrucker? I Hardly Know Her,Saccharification Rest,Infusion,"
151.0
°F
",60 min
78110,202475,Pink Flamingo Hibiscus Wheat,Saccharification Rest,Decoction,"
154.0
°F
",75 min
78111,202476,Jaggery IPA,Saccharification Rest,Infusion,"
148.0
°F
",60 min
78112,202488,Pliney The Elder Clone- 2009 Zymurgy,Saccharification Rest,Infusion,"
66.0
°C
",60 min
78113,202488,Pliney The Elder Clone- 2009 Zymurgy,Mash-Out,Direct Heat,"
77.0
°C
",10 min
78114,202489,Hop Stupid Clone,Saccharification Rest,Infusion,"
152.0
°F
",90 min
78115,202489,Hop Stupid Clone,Mash-Out,Infusion,"
169.0
°F
",20 min
78116,202492,Hopslam Clone 10 gal,Saccharification Rest,Infusion,"
156.0
°F
",60 min
78117,202492,Hopslam Clone 10 gal,Mash-Out,Infusion,"
168.0
°F
",15 min
78118,202497,#13008 Krautrook,Saccharification Rest,Direct Heat,"
67.0
°C
",75 min
78119,202500,Chimay Red Clone,Saccharification Rest,Direct Heat,"
66.0
°C
",40 min
78120,202500,Chimay Red Clone,Saccharification Rest,Direct Heat,"
72.0
°C
",20 min
78121,202502,Chipa IPA,Acid Rest,Direct Heat,"
52.0
°C
",10 min
78122,202502,Chipa IPA,Beta-Glucan Rest,Direct Heat,"
62.0
°C
",40 min
78123,202502,Chipa IPA,Maltose Rest,Direct Heat,"
70.0
°C
",20 min
78124,202502,Chipa IPA,Mash-Out,Direct Heat,"
78.0
°C
",2 min
78125,202504,DarkHorse #4,Saccharification Rest,Infusion,"
65.0
°C
",60 min
78126,202504,DarkHorse #4,Mash-Out,Infusion,"
76.0
°C
",10 min
78127,202506,71 - Biere de Garde,Acid Rest,Direct Heat,"
54.0
°C
",10 min
78128,202506,71 - Biere de Garde,Saccharification Rest,Direct Heat,"
63.0
°C
",40 min
78129,202506,71 - Biere de Garde,Dextrinization Rest,Direct Heat,"
70.0
°C
",10 min
78130,202506,71 - Biere de Garde,Mash-Out,Direct Heat,"
76.0
°C
",10 min
78131,202509,Trapapa II,Saccharification Rest,Decoction,"
62.0
°C
",50 min
78132,202509,Trapapa II,Saccharification Rest,Decoction,"
68.0
°C
",15 min
78133,202509,Trapapa II,Acid Rest,Decoction,"
78.0
°C
",2 min
78134,202513,Honey I Pee Ale,Saccharification Rest,Direct Heat,"
68.0
°C
",60 min
78135,202515,Victor horta,Acid Rest,Direct Heat,"
43.0
°C
",15 min
78136,202515,Victor horta,Protein Rest,Direct Heat,"
53.0
°C
",10 min
78137,202515,Victor horta,Saccharification Rest,Direct Heat,"
63.0
°C
",40 min
78138,202515,Victor horta,Saccharification Rest,Direct Heat,"
73.0
°C
",25 min
78139,202515,Victor horta,Mash-Out,Direct Heat,"
78.0
°C
",5 min
78140,202517,Rye IPA- SL,Saccharification Rest,Infusion,"
152.0
°F
",60 min
78141,202517,Rye IPA- SL,Mash-Out,Infusion,"
165.0
°F
",15 min
78142,202519,Da Casa,Acid Rest,Decoction,"
65.0
°C
",60 min
78143,202519,Da Casa,Acid Rest,Decoction,"
78.0
°C
",5 min
78144,202527,Saison,Saccharification Rest,Infusion,"
66.0
°C
",60 min
78145,202529,The Steamfitter,Saccharification Rest,Infusion,"
155.0
°F
",60 min
78146,202530,Giorgio v.2,Saccharification Rest,Direct Heat,"
154.0
°F
",30 min
78147,202534,Crema Dos,Saccharification Rest,Infusion,"
151.0
°F
",60 min
78148,202535,Premium Blond American Lager,Saccharification Rest,Infusion,"
66.0
°C
",60 min
78149,202535,Premium Blond American Lager,Mash-Out,Direct Heat,"
76.0
°C
",10 min
78150,202538,Girl from IPAnema,Maltose Rest,Infusion,"
67.0
°C
",60 min
78151,202543,Dunkel Chocolate,Saccharification Rest,Infusion,"
65.0
°C
",60 min
78152,202543,Dunkel Chocolate,Mash-Out,Decoction,"
76.0
°C
",10 min
78153,202546,Dead Ringer IPA (Centennial),Saccharification Rest,Direct Heat,"
152.0
°F
",60 min
78154,202546,Dead Ringer IPA (Centennial),Mash-Out,Direct Heat,"
168.0
°F
",5 min
78155,202549,US Barleywine,Saccharification Rest,Infusion,"
149.0
°F
",75 min
78156,202549,US Barleywine,Mash-Out,Infusion,"
169.0
°F
",10 min
78157,202556,Hopped Up California Common,Saccharification Rest,Infusion,"
149.0
°F
",60 min
78158,202556,Hopped Up California Common,Mash-Out,Infusion,"
169.0
°F
",10 min
78159,202557,Cottontown Brown (brewhouse),Saccharification Rest,Infusion,"
157.0
°F
",60 min
78160,202564,Smoked Maple Bacon Porter,Saccharification Rest,Decoction,"
154.0
°F
",60 min
78161,202573,Dan's Sweeeet IPA,Saccharification Rest,Infusion,"
68.0
°C
",60 min
78162,202579,Errik's Happy Brown Accident,Saccharification Rest,Infusion,"
154.0
°F
",60 min
78163,202579,Errik's Happy Brown Accident,Mash-Out,Decoction,"
170.0
°F
",30 min
78164,202611,Randy's Big Rubber (FT Clone),Saccharification Rest,Infusion,"
154.0
°F
",60 min
78165,202615,Brut,Saccharification Rest,Infusion,"
156.0
°C
",15 min
78166,202615,Brut,Saccharification Rest,Direct Heat,"
148.0
°C
",60 min
78167,202619,Ever IPA,Acid Rest,Direct Heat,"
35.0
°C
",30 min
78168,202619,Ever IPA,Protein Rest,Direct Heat,"
50.0
°C
",20 min
78169,202619,Ever IPA,Maltose Rest,Direct Heat,"
62.0
°C
",20 min
78170,202619,Ever IPA,Dextrinization Rest,Direct Heat,"
72.0
°C
",15 min
78171,202619,Ever IPA,Mash-Out,Direct Heat,"
78.0
°C
",15 min
78172,202624,Lucky Cat Summer Ee-yo-kan Ale 2014,Mash-Out,Infusion,"
69.0
°C
",90 min
78173,202632,Chocolate Oatmeal Stout,Saccharification Rest,Infusion,"
66.0
°C
",60 min
78174,202633,Jack and Kens ale clone -Draft,Saccharification Rest,Direct Heat,"
150.0
°F
",60 min
78175,202633,Jack and Kens ale clone -Draft,Mash-Out,Direct Heat,"
168.0
°F
",0 min
78176,202636,Embla Vinter,Beta-Glucan Rest,Infusion,"
63.0
°C
",20 min
78177,202636,Embla Vinter,Protein Rest,Infusion,"
71.0
°C
",20 min
78178,202636,Embla Vinter,Mash-Out,Decoction,"
77.0
°C
",5 min
78179,202638,Stavška Risa v3 aka Tekoci kruh,Saccharification Rest,Decoction,"
67.0
°C
",75 min
78180,202638,Stavška Risa v3 aka Tekoci kruh,Mash-Out,Decoction,"
75.0
°C
",10 min
78181,202642,Time to hone pale ale,Saccharification Rest,Decoction,"
152.0
°F
",60 min
78182,202655,Red Van,Acid Rest,Infusion,"
110.0
°F
",15 min
78183,202655,Red Van,Protein Rest,Decoction,"
130.0
°F
",15 min
78184,202655,Red Van,Saccharification Rest,Decoction,"
151.0
°F
",60 min
78185,202663,Raging Mosiac Belgian IPA,Saccharification Rest,Infusion,"
151.0
°F
",60 min
78186,202663,Raging Mosiac Belgian IPA,Mash-Out,Infusion,"
168.0
°F
",10 min
78187,202666,Cream Ale,Acid Rest,Direct Heat,"
150.0
°F
",70 min
78188,202675,Founders All Day IPA clone,Saccharification Rest,Infusion,"
150.0
°F
",60 min
78189,202675,Founders All Day IPA clone,Mash-Out,Infusion,"
170.0
°F
",5 min
78190,202676,ReDD,Protein Rest,Infusion,"
127.0
°F
",20 min
78191,202676,ReDD,Maltose Rest,Decoction,"
140.0
°F
",20 min
78192,202676,ReDD,Dextrinization Rest,Decoction,"
158.0
°F
",40 min
78193,202676,ReDD,Mash-Out,Direct Heat,"
170.0
°F
",10 min
78194,202677,Strawbeer,Saccharification Rest,Direct Heat,"
63.0
°C
",90 min
78195,202677,Strawbeer,Mash-Out,Decoction,"
78.0
°C
",10 min
78196,202678,Jimsalabim Kulta Ale,Saccharification Rest,Decoction,"
67.0
°C
",60 min
78197,202681,10 Gal Sophisticator,Acid Rest,Infusion,"
95.0
°F
",120 min
78198,202681,10 Gal Sophisticator,Beta-Glucan Rest,Infusion,"
113.0
°F
",30 min
78199,202681,10 Gal Sophisticator,Protein Rest,Infusion,"
122.0
°F
",30 min
78200,202681,10 Gal Sophisticator,Dextrinization Rest,Infusion,"
149.0
°F
",30 min
78201,202681,10 Gal Sophisticator,Maltose Rest,Infusion,"
162.0
°F
",30 min
78202,202681,10 Gal Sophisticator,Mash-Out,Infusion,"
170.0
°F
",15 min
78203,202684,Full Steam Ahead,Saccharification Rest,Infusion,"
150.0
°F
",60 min
78204,202684,Full Steam Ahead,Mash-Out,Infusion,"
170.0
°F
",20 min
78205,202686,California Über Altes,Acid Rest,Decoction,"
152.0
°F
",60 min
78206,202702,Octoberfest,Protein Rest,Infusion,"
122.0
°F
",15 min
78207,202702,Octoberfest,Saccharification Rest,Decoction,"
148.0
°F
",60 min
78208,202702,Octoberfest,Mash-Out,Decoction,"
170.0
°F
",0 min
78209,202708,05/07/14,Dextrinization Rest,Decoction,"
100.0
°C
",60 min
78210,202708,05/07/14,Saccharification Rest,Decoction,"
150.0
°C
",60 min
78211,202710,Black Gee,Maltose Rest,Direct Heat,"
142.0
°F
",20 min
78212,202710,Black Gee,Maltose Rest,Direct Heat,"
154.0
°F
",40 min
78213,202710,Black Gee,Mash-Out,Direct Heat,"
170.0
°F
",15 min
78214,202716,Nonpareil,Dextrinization Rest,Infusion,"
158.0
°F
",60 min
78215,202723,Patterson Pale,Saccharification Rest,Decoction,"
148.0
°F
",60 min
78216,202733,Raspberry Wheat,Saccharification Rest,Infusion,"
152.0
°F
",60 min
78217,202733,Raspberry Wheat,Mash-Out,Infusion,"
170.0
°F
",10 min
78218,202734,Bollocks Barleywine,Saccharification Rest,Infusion,"
152.0
°F
",75 min
78219,202734,Bollocks Barleywine,Mash-Out,Infusion,"
168.0
°F
",10 min
78220,202740,Drop Dead Red,Saccharification Rest,Infusion,"
156.0
°F
",60 min
78221,202741,Imperial Stout,Saccharification Rest,Infusion,"
152.0
°F
",75 min
78222,202741,Imperial Stout,Mash-Out,Infusion,"
170.0
°F
",5 min
78223,202742,Biere De Anyarcus,Saccharification Rest,Direct Heat,"
140.0
°F
",45 min
78224,202742,Biere De Anyarcus,Saccharification Rest,Direct Heat,"
156.0
°F
",45 min
78225,202742,Biere De Anyarcus,Mash-Out,Direct Heat,"
168.0
°F
",0 min
78226,202751,Will's Weird Pale Ale,Saccharification Rest,Direct Heat,"
154.0
°F
",75 min
78227,202760,Black Mild 1,Saccharification Rest,Infusion,"
154.0
°F
",60 min
78228,202761,Dales Pale Ale Clone,Saccharification Rest,Infusion,"
156.0
°F
",60 min
78229,202761,Dales Pale Ale Clone,Mash-Out,Infusion,"
168.0
°F
",10 min
78230,202765,Will's Hefeweizen,Saccharification Rest,Direct Heat,"
154.0
°F
",75 min
78231,202765,Will's Hefeweizen,Mash-Out,Direct Heat,"
168.0
°F
",15 min
78232,202769,Brown Ale,Saccharification Rest,Direct Heat,"
156.0
°F
",75 min
78233,202769,Brown Ale,Mash-Out,Direct Heat,"
168.0
°F
",15 min
78234,202771,Adelaide Sparkling Ale,Saccharification Rest,Direct Heat,"
66.0
°C
",90 min
78235,202785,Blondie,Saccharification Rest,Infusion,"
148.0
°F
",60 min
78236,202785,Blondie,Mash-Out,Infusion,"
170.0
°F
",20 min
78237,202789,PILS (Ella),Protein Rest,Infusion,"
52.0
°C
",10 min
78238,202789,PILS (Ella),Maltose Rest,Infusion,"
58.0
°C
",10 min
78239,202789,PILS (Ella),Saccharification Rest,Decoction,"
65.0
°C
",45 min
78240,202789,PILS (Ella),Dextrinization Rest,Decoction,"
72.0
°C
",10 min
78241,202791,Paulaner Clone,Protein Rest,Infusion,"
130.0
°F
",30 min
78242,202791,Paulaner Clone,Saccharification Rest,Infusion,"
150.0
°F
",60 min
78243,202792,Collaboration White IPA - full volume,Saccharification Rest,Infusion,"
155.0
°F
",90 min
78244,202792,Collaboration White IPA - full volume,Mash-Out,Direct Heat,"
165.0
°F
",5 min
78245,202795,First real saison,Saccharification Rest,Direct Heat,"
64.0
°C
",60 min
